-5.678240443643296498e-01,1.523780846587013071e+00
4.612801135787952256e-01,1.017256162669619934e+00
-4.709929567844425846e-01,2.785932828959519769e-01
1.405125859328003823e+00,-1.667159751977651760e+00
4.013614847387822482e-01,-1.272306196260853062e+00
4.852594688113223698e-01,-9.873721304985204339e-02
-4.645165240702234244e-01,-7.216499681074580730e-01
-1.462275322778553655e+00,7.110905784497900672e-01
1.573012169749743006e+00,-1.662819147082759130e+00
-1.612965391028869711e+00,-5.712050708656204456e-01
1.302631138842986536e+00,1.674811464226696911e+00
1.302631138842986536e+00,1.302631138842986536e+00
1.302631138842986536e+00,9.304508134592761603e-01
1.302631138842986536e+00,5.582704880755653409e-01
1.302631138842986536e+00,1.860901626918551877e-01
1.302631138842986536e+00,-1.860901626918551877e-01
1.302631138842986536e+00,-5.582704880755657850e-01
1.302631138842986536e+00,-9.304508134592761603e-01
1.302631138842986536e+00,-1.302631138842986536e+00
1.302631138842986536e+00,-1.674811464226696911e+00
9.304508134592761603e-01,1.674811464226696911e+00
9.304508134592761603e-01,1.302631138842986536e+00
9.304508134592761603e-01,9.304508134592761603e-01
9.304508134592761603e-01,5.582704880755653409e-01
9.304508134592761603e-01,1.860901626918551877e-01
9.304508134592761603e-01,-1.860901626918551877e-01
9.304508134592761603e-01,-5.582704880755657850e-01
9.304508134592761603e-01,-9.304508134592761603e-01
9.304508134592761603e-01,-1.302631138842986536e+00
9.304508134592761603e-01,-1.674811464226696911e+00
5.582704880755653409e-01,1.674811464226696911e+00
5.582704880755653409e-01,1.302631138842986536e+00
5.582704880755653409e-01,9.304508134592761603e-01
5.582704880755653409e-01,5.582704880755653409e-01
5.582704880755653409e-01,1.860901626918551877e-01
5.582704880755653409e-01,-1.860901626918551877e-01
5.582704880755653409e-01,-5.582704880755657850e-01
5.582704880755653409e-01,-9.304508134592761603e-01
5.582704880755653409e-01,-1.302631138842986536e+00
5.582704880755653409e-01,-1.674811464226696911e+00
1.860901626918551877e-01,1.674811464226696911e+00
1.860901626918551877e-01,1.302631138842986536e+00
1.860901626918551877e-01,9.304508134592761603e-01
1.860901626918551877e-01,5.582704880755653409e-01
1.860901626918551877e-01,1.860901626918551877e-01
1.860901626918551877e-01,-1.860901626918551877e-01
1.860901626918551877e-01,-5.582704880755657850e-01
1.860901626918551877e-01,-9.304508134592761603e-01
1.860901626918551877e-01,-1.302631138842986536e+00
1.860901626918551877e-01,-1.674811464226696911e+00
-1.860901626918551877e-01,1.674811464226696911e+00
-1.860901626918551877e-01,1.302631138842986536e+00
-1.860901626918551877e-01,9.304508134592761603e-01
-1.860901626918551877e-01,5.582704880755653409e-01
-1.860901626918551877e-01,1.860901626918551877e-01
-1.860901626918551877e-01,-1.860901626918551877e-01
-1.860901626918551877e-01,-5.582704880755657850e-01
-1.860901626918551877e-01,-9.304508134592761603e-01
-1.860901626918551877e-01,-1.302631138842986536e+00
-1.860901626918551877e-01,-1.674811464226696911e+00
-5.582704880755657850e-01,1.674811464226696911e+00
-5.582704880755657850e-01,1.302631138842986536e+00
-5.582704880755657850e-01,9.304508134592761603e-01
-5.582704880755657850e-01,5.582704880755653409e-01
-5.582704880755657850e-01,1.860901626918551877e-01
-5.582704880755657850e-01,-1.860901626918551877e-01
-5.582704880755657850e-01,-5.582704880755657850e-01
-5.582704880755657850e-01,-9.304508134592761603e-01
-5.582704880755657850e-01,-1.302631138842986536e+00
-5.582704880755657850e-01,-1.674811464226696911e+00
-9.304508134592761603e-01,1.674811464226696911e+00
-9.304508134592761603e-01,1.302631138842986536e+00
-9.304508134592761603e-01,9.304508134592761603e-01
-9.304508134592761603e-01,5.582704880755653409e-01
-9.304508134592761603e-01,1.860901626918551877e-01
-9.304508134592761603e-01,-1.860901626918551877e-01
-9.304508134592761603e-01,-5.582704880755657850e-01
-9.304508134592761603e-01,-9.304508134592761603e-01
-9.304508134592761603e-01,-1.302631138842986536e+00
-9.304508134592761603e-01,-1.674811464226696911e+00
-1.302631138842986536e+00,1.674811464226696911e+00
-1.302631138842986536e+00,1.302631138842986536e+00
-1.302631138842986536e+00,9.304508134592761603e-01
-1.302631138842986536e+00,5.582704880755653409e-01
-1.302631138842986536e+00,1.860901626918551877e-01
-1.302631138842986536e+00,-1.860901626918551877e-01
-1.302631138842986536e+00,-5.582704880755657850e-01
-1.302631138842986536e+00,-9.304508134592761603e-01
-1.302631138842986536e+00,-1.302631138842986536e+00
-1.302631138842986536e+00,-1.674811464226696911e+00
-1.674811464226696911e+00,1.674811464226696911e+00
-1.674811464226696911e+00,1.302631138842986536e+00
-1.674811464226696911e+00,9.304508134592761603e-01
-1.674811464226696911e+00,5.582704880755653409e-01
-1.674811464226696911e+00,1.860901626918551877e-01
-1.674811464226696911e+00,-1.860901626918551877e-01
-1.674811464226696911e+00,-5.582704880755657850e-01
-1.674811464226696911e+00,-9.304508134592761603e-01
-1.674811464226696911e+00,-1.302631138842986536e+00
-1.674811464226696911e+00,-1.674811464226696911e+00
